old                                      new
8a995ec0fdc1c4e3ffe8265d2335739cc464f2f7 5f25f2cb7a33c77ebfdd888e1cd7840f2ba98d5a
8b0d3cb0685f71fa47e2770f92caa281fb2d76a1 8b0d3cb0685f71fa47e2770f92caa281fb2d76a1
8db9148af39a13eccf6fc819663f64a4c90e6d0c 8db9148af39a13eccf6fc819663f64a4c90e6d0c
8e4d67d84e0ada6644a179e56c17ef1146478a7f ed3c143ed04c028a879a73199910fe7e498fea68
8efdf628ad6302dad44181c553e98f6c1dab437e 8efdf628ad6302dad44181c553e98f6c1dab437e
9a7da79591f8eadcd1cbdffb803b5b0d41e48e69 9a7da79591f8eadcd1cbdffb803b5b0d41e48e69
9af1f5897ca77b351df543fe063e2479b9057e72 19ad0bd5c9f8a6cb8f5550cd30d62480a515999a
9b5a1a4bb3865b2023cc91ef5ad5e7c3237da1d2 9b5a1a4bb3865b2023cc91ef5ad5e7c3237da1d2
9e4fe9062341bed1357757df59e79f6921542395 9e4fe9062341bed1357757df59e79f6921542395
a289c52e6726ac504b7efdb0dd4c391700d9eef4 a289c52e6726ac504b7efdb0dd4c391700d9eef4
aa5cd1232bc152baa85eac637f6e52a0559cb12c aa5cd1232bc152baa85eac637f6e52a0559cb12c
ac596b50869a778564cda4bbd4b35cf536275e73 d2e7bb8a83e6724044a8c1452662de0303cfdcd0
aed4a1d1e9b93d437b490d73b86d189b3a45604e aed4a1d1e9b93d437b490d73b86d189b3a45604e
af77a17c03da56908525d8f35afb736253994824 8a1fe21e3657deb91f15a9354feea9a0b0def875
b1f842041c2e127d1794e1f39e9f1624450d3f92 b1f842041c2e127d1794e1f39e9f1624450d3f92
b57bbbfa6d7d76e774d83bed79febc6375b3a3ea ff8b659bc56acb19cf4795ed232bbbe42d014083
b58efbe7c95b5e28323797bf494c0e58f42a7e85 b58efbe7c95b5e28323797bf494c0e58f42a7e85
b95cedd30e971bbd19b4824a0a391854389f0581 b95cedd30e971bbd19b4824a0a391854389f0581
bae89ba158d885f5ba7402d33055ea72c565f8d8 bae89ba158d885f5ba7402d33055ea72c565f8d8
be0a618833d8d3a32435658552a5149fa2ec087d be0a618833d8d3a32435658552a5149fa2ec087d
c3c507ef62981685dd3bd2b797c4a0d824e5187a 53429c8cfe914b3d9f6dbc90c960e927c2fcdec2
c4b6a060dfcde0d28845f168559828a4a31d06db 50383e7e2352f6430935d4e975a6499b5a57a72e
c5e60e186c5bcb578b5c73f40ea6fdc2599e823b b4d4fbde2a9682c051989299d5ffa68d5e4c85f5
c9175162389f9b08a2d522432dc84857a066ffff e9c68cb930628394653be1eb50b38e0f8dffe8e9
cb1763989c36ab58e755f99d1fae78807c3e8a03 cb1763989c36ab58e755f99d1fae78807c3e8a03
cb56882228072807546b360906a6476b1c37dae9 100c90c764151e8c5757309e1913c3b1f065ff4c
cb7e1cfed542b03f822143832ddad8d64113b57e 304deffd5266e4deaae6c9b17dbea71baded410b
d32956f77e5b5632fcffc7533c45c7994b07c60e d195b5cf3df25ac81a491aed2a74e1195af70ba2
d4c392fa3b5b86893e5ba954487ae734e0fadc3e 3567b9f48d4e3076f8e76bc1c4c76026828bf799
da27dfefc6a5163475fb435a1d1542fc6649b86b 2a7b245c9ebcff30c94baa9a6a651c16b4a3540f
dbc5ed2744219da5301a3b24352cde078db62ac5 3d1421031cdd3829b3e72651f45774c7a134f27b
dcb370c3113b23fea71c7535f244784c8873891f dcb370c3113b23fea71c7535f244784c8873891f
dd5a4206c132c51193fc92bfdc56f43dd8bb0659 b32ab0c3addb08a73d6f0d252731ca5ffc8ce143
deed2364594958b38e3050bf24b8350922402df6 84c784006398e55be1b7c1363787ba2b3120883d
dfdac559ab6c6201dd03797972e2852fd2f20ed8 3a0a8a7b28021de547d0cae8a4f1b6e3c89ff8e5
e0a29d98764376b6e9acd64cdbe6faa37b3f7097 55c5a437f47c3c23b18b5aa55a8dbc67c4ca0ac2
e8fc8d6a27c788cd44806d9bdbdd758f778cabad e5aad9a49b8506da3d8cbd48d7f094efc1f3474a
e92dd1900818d1a05f70c8bf6cca6ba2168d0ec5 86cbc967cb692ad611d53eaf9597ecb46c53c972
ed59982ade926aeb6c76479097b25aae0c3324ad af0da0c2a8cd280e2ed53ec1c732da99b90b1759
ee3bace5f068e96c66937a5199fd9edcb88d0681 f3acaa296c295e87098af4e12b47da89c869b6ab
ef7dd153933a04b5a97372ca9ac637b921ec7f3f ef7dd153933a04b5a97372ca9ac637b921ec7f3f
f03dcb70a71235cc9f7b015c8ef9275b62a975f4 f8b8124552db7e6214a5565d0294a010547516eb
f0ba7fd344dbd64dad6f686969349407dc917a8e f0ba7fd344dbd64dad6f686969349407dc917a8e
f3c9c16affaa6be6cd63176c0c2763bf6eb0de80 4bf84c4944397e46f149099ecf65c9ec9a9abe1e
f6c8d3884d7039a3b21956e42ac28c18eafa26ca f6c8d3884d7039a3b21956e42ac28c18eafa26ca
fadef47876fd6fa794818a3523b797122f4a9a9b baa4ff6ea5c207629d9ce8839876552d6bf2c889
